carat,cut,color,clarity,depth,table,price,x
0.262364264467491,3,20,3,61.5,60.0,6.655440350367647,4.29
0.33647223662121295,4,20,4,61.3,56.0,6.957497370876951,4.76
0.2468600779315258,2,18,5,62.0,55.0,6.259581464064923,4.21
0.7227059828014898,4,18,2,62.1,56.0,8.521384396034705,6.51
0.412109650826833,2,21,2,62.5,57.0,7.271703706887368,5.06
0.262364264467491,1,18,2,63.7,56.0,6.293419278846481,4.22
0.5364933705145685,2,21,6,63.0,57.0,8.245121966478605,5.66
0.7929925155296614,4,17,4,61.5,56.0,8.808668062106715,6.83
0.8153648132841945,4,16,2,62.0,56.0,8.57583938684897,6.9
0.5933268452777344,3,19,3,62.0,58.0,8.00469951054955,5.95
0.3435897043900769,3,18,2,61.7,60.0,6.776506992372183,4.75
0.6981347220709844,0,21,0,64.5,58.0,7.933438387627489,6.29
0.412109650826833,2,18,5,62.2,61.0,7.363913501405819,5.06
0.7654678421395714,2,18,1,63.0,54.0,8.40827078419205,6.64
0.43178241642553783,4,22,3,62.6,57.0,7.597897950521784,5.24
0.3506568716131694,3,22,5,62.8,59.0,7.124478262493424,4.76
0.8020015854720274,3,18,3,58.5,62.0,8.724369949208368,7.0
0.7884573603642702,2,17,3,61.7,59.0,8.680162019694377,6.83
0.8544153281560676,0,17,3,61.6,62.0,8.879472402074802,7.15
0.4054651081081644,2,18,2,63.1,59.0,7.074963197966044,5.02
0.5538851132264376,4,19,1,61.9,55.0,7.81923445385907,5.82
0.9969486348916096,3,16,2,61.7,59.0,9.07004328643746,7.63
0.37156355643248307,0,21,3,65.8,58.0,6.858565034791365,4.81
0.5423242908253617,4,21,3,61.7,55.0,8.13973227971767,5.8
0.6931471805599453,2,20,3,63.2,56.0,8.810161268297255,6.32
1.1474024528375417,4,17,1,61.7,55.0,9.583282288378786,8.43
0.2776317365982795,4,19,5,62.0,54.0,6.5638555265321274,4.39
0.8285518175661483,4,18,4,61.8,56.0,9.134970064951407,6.97
0.3074846997479606,2,17,3,61.6,58.0,6.226536669287466,4.52
0.4252677354043441,3,21,3,61.6,57.0,7.503289630675082,5.21
0.4054651081081644,1,20,1,57.7,62.0,6.831953565565855,5.22
0.5364933705145685,4,19,4,62.7,57.0,7.983098940710892,5.69
0.44468582126144574,4,22,4,62.5,56.0,7.737616282857904,5.26
0.27002713721306015,2,20,6,59.2,62.0,6.656726524178391,4.34
0.6981347220709844,2,21,6,62.3,56.0,9.278466201023782,6.41
0.35767444427181594,3,19,4,61.8,59.0,6.8501261661455,4.83
0.5364933705145685,2,21,1,62.2,58.0,7.746732907753622,5.68
0.5306282510621704,4,18,3,63.0,55.0,7.838737559599282,5.7
0.7975071958841881,4,20,1,62.5,56.2,8.764365720529808,6.81
0.9242589015233319,4,17,7,62.2,57.0,9.251482315307358,7.27
0.3435897043900769,2,21,2,63.2,57.0,6.504288173536645,4.69
0.2776317365982795,4,17,6,62.0,55.3,6.317164686747284,4.39
0.9555114450274363,4,19,6,60.8,56.0,9.701371368413994,7.58
0.33647223662121295,4,19,3,62.3,54.0,6.675823221634848,4.73
0.4252677354043441,4,21,1,61.2,55.0,7.114769448366463,5.23
0.412109650826833,2,19,4,63.4,57.0,7.444248649496705,5.08
0.2776317365982795,3,19,4,59.2,59.0,6.720220155135295,4.47
0.2851789422336624,2,19,1,60.0,56.0,6.133398042996649,4.52
0.6931471805599453,3,22,1,62.4,58.0,8.461891875631148,6.33
0.3293037471426004,4,22,4,61.9,57.0,6.999422467507961,4.69
0.3074846997479606,4,18,3,62.0,55.0,6.396929655216146,4.58
0.3506568716131694,4,18,2,62.4,57.0,6.80128303447162,4.79
0.5538851132264376,3,17,1,59.8,58.0,7.622174594817622,5.93
0.6981347220709844,2,21,1,63.4,58.0,8.243282523048375,6.43
0.4252677354043441,4,19,4,61.2,55.0,7.470224135899966,5.23
0.6931471805599453,0,20,2,61.3,62.0,8.525359754082631,6.45
0.6931471805599453,0,18,3,64.8,55.0,8.24800570160062,6.35
0.6981347220709844,2,20,1,63.4,60.0,8.1786387885907,6.33
0.6418538861723948,1,18,3,64.0,57.0,8.171599480345463,6.14
0.33647223662121295,4,19,2,61.0,55.0,6.752270376141742,4.76
0.2776317365982795,4,19,4,62.3,55.0,6.327936783729195,4.39
0.33647223662121295,3,20,2,61.7,62.0,6.825460036255307,4.76
0.27002713721306015,4,20,4,61.0,56.0,6.466144724237619,4.38
0.2776317365982795,4,17,3,62.2,57.0,6.3578422665081,4.42
0.412109650826833,4,19,5,61.8,56.0,7.5883236773352225,5.16
0.4382549309311553,4,22,4,61.3,56.0,7.719573989259581,5.28
0.9242589015233319,3,17,2,60.5,60.0,9.08851166361105,7.48
0.7371640659767197,3,22,1,61.2,60.0,8.549660381553739,6.6
0.2851789422336624,2,19,4,61.2,57.0,6.467698726104354,4.46
0.9555114450274363,0,22,1,64.7,58.0,9.067277989134345,7.35
0.6981347220709844,1,21,2,56.9,61.0,8.502891406705377,6.65
0.5306282510621704,2,20,6,59.3,62.0,8.092851027538384,5.74
0.6418538861723948,3,18,2,60.7,59.0,8.224431573221159,6.26
0.8415671856782186,0,20,6,58.0,66.0,9.445333439647541,7.31
0.33647223662121295,1,22,5,60.8,62.0,6.985641817639208,4.74
0.4510756193602166,4,18,3,60.2,59.0,7.3613754289773485,5.35
0.9162907318741551,0,19,3,66.2,53.0,9.27284557732758,7.12
0.4382549309311553,3,19,3,62.3,56.0,7.419979923661835,5.29
0.6981347220709844,2,21,3,63.2,57.0,8.822911626354117,6.38
0.262364264467491,2,19,3,63.1,57.0,6.516193076042964,4.28
0.33647223662121295,1,19,4,59.6,61.0,6.859614903654202,4.82
0.5306282510621704,2,20,1,61.2,57.0,7.650168700845001,5.67
0.8754687373538999,2,19,4,59.9,56.0,9.357466436866476,7.31
0.9242589015233319,3,16,4,62.0,59.0,9.000976444070345,7.34
0.262364264467491,4,18,2,62.2,57.0,6.111467339502679,4.26
0.27002713721306015,4,19,6,62.6,53.0,6.672032945461067,4.37
0.883767540168595,2,21,2,61.1,62.0,9.13550906135318,7.17
0.6981347220709844,2,18,3,62.1,57.0,8.522976436171964,6.39
0.9202827531436926,4,19,4,61.6,56.0,9.58486505717771,7.34
0.23901690047049992,2,21,4,60.6,59.0,6.025865973825314,4.19
0.43178241642553783,4,18,2,62.2,56.0,7.123672785204607,5.26
0.5423242908253617,4,16,3,60.8,59.0,7.552237287560802,5.76
0.708035793053696,4,19,3,61.3,57.0,8.851090687664982,6.51
0.2851789422336624,3,19,4,61.9,59.0,6.502790045915623,4.43
0.6931471805599453,2,20,2,63.1,56.0,8.406261630708956,6.36
1.0986122886681098,4,19,1,62.2,57.0,9.391744841707654,8.13
0.27002713721306015,3,21,5,61.9,58.0,6.953684210870537,4.38
0.6931471805599453,3,21,1,62.8,59.0,8.343077871169383,6.34
0.6981347220709844,4,20,3,61.6,56.0,8.88599431515281,6.48
0.5423242908253617,2,18,3,61.4,57.0,7.809135398120538,5.75
0.27002713721306015,4,19,4,61.0,55.0,6.688354713946762,4.43
0.4574248470388754,4,19,1,62.0,57.0,7.034387929915503,5.35
0.6981347220709844,2,18,3,63.3,58.0,8.453827315794417,6.33
0.9202827531436926,2,20,4,61.7,59.0,9.644781588320864,7.29
0.9400072584914712,3,17,2,61.7,59.0,8.87570644462861,7.44
0.6418538861723948,1,17,6,62.4,61.0,8.287276755814599,6.05
0.2776317365982795,4,21,5,62.0,55.0,6.736966958001855,4.38
0.6981347220709844,2,22,2,61.8,58.0,8.66785206770135,6.33
0.27002713721306015,4,21,6,61.7,56.0,6.829793737512425,4.33
0.5364933705145685,2,18,2,60.7,60.0,7.726212650507529,5.73
0.6418538861723948,4,18,1,61.8,56.0,8.319229938632326,6.17
0.9400072584914712,2,16,1,61.4,58.0,8.804325112562537,7.4
0.2776317365982795,4,22,1,61.8,55.0,6.169610732491456,4.38
0.3506568716131694,2,19,2,61.7,55.0,6.821107472256465,4.78
0.35767444427181594,4,21,3,62.0,57.0,6.955592608396297,4.85
0.8628899551470398,2,17,1,63.0,57.0,8.6278397115033,6.98
0.5709795465857378,2,18,4,61.3,60.0,7.925157512224703,5.88
0.33647223662121295,4,19,6,61.2,56.0,7.0909098220799835,4.79
0.7654678421395714,2,20,1,63.1,63.0,8.500250470685925,6.67
0.29266961396282,4,18,3,60.5,56.0,6.536691597591305,4.58
0.33647223662121295,3,20,4,60.3,60.0,6.957497370876951,4.81
1.1378330018213911,3,18,2,61.1,60.0,9.833976689772,8.18
0.7419373447293773,3,22,2,58.8,61.0,8.631771096123673,6.73
0.7227059828014898,3,22,3,59.3,55.0,8.919988070968524,6.7
1.1019400787607843,4,17,4,61.4,59.0,9.754291246174,8.06
0.6931471805599453,1,20,1,61.8,58.0,8.307459327011946,6.43
0.5481214085096876,4,18,4,61.9,55.0,7.979338895262328,5.79
0.6931471805599453,0,19,0,64.9,56.0,7.782807262839695,6.2
0.3852624007906449,3,19,3,61.8,60.0,7.005789019253503,4.98
0.2776317365982795,4,20,4,61.6,57.0,6.57507584059962,4.39
0.9932517730102833,2,18,1,63.8,55.0,9.184612223403452,7.47
0.2851789422336624,4,22,4,60.9,57.0,6.86484777797086,4.5
0.27002713721306015,1,19,4,63.3,56.0,6.439350371100098,4.29
0.9162907318741551,1,18,1,63.6,60.0,8.820404065485645,7.3
0.2776317365982795,3,21,2,60.4,61.0,6.511745329644728,4.42
0.2776317365982795,2,18,2,61.9,58.0,6.1092475827643655,4.34
0.41871033485818504,4,19,6,61.6,55.0,7.6324011266014535,5.14
0.3435897043900769,4,22,3,61.6,55.0,6.915723448631314,4.74
0.7030975114131134,3,19,4,60.8,58.0,8.780480107033297,6.52
0.6931471805599453,0,21,1,65.2,59.0,8.415603335654604,6.28
0.7701082216960736,4,19,6,60.5,57.0,9.113388845899733,6.78
0.6981347220709844,3,20,1,62.6,54.0,8.404919948933452,6.38
0.29266961396282,4,19,3,62.0,55.0,6.641182169740591,4.48
0.8501509293696101,3,21,3,58.2,60.0,9.0455836463617,7.26
0.3506568716131694,4,22,3,62.4,55.0,6.939253946041508,4.8
0.712949807856125,4,22,2,61.7,57.0,8.69165057315339,6.55
0.33647223662121295,2,20,4,63.1,56.0,6.79794041297493,4.68
0.7323678937132266,2,21,1,62.9,59.0,8.520985989654934,6.44
0.3435897043900769,2,19,2,60.3,60.0,6.579251212010101,4.76
0.23111172096338664,2,22,5,60.4,59.0,6.393590753950631,4.15
0.23901690047049992,2,19,5,61.9,57.0,6.093569770045136,4.12
0.4382549309311553,4,22,2,60.9,57.0,7.518064181233078,5.29
0.9202827531436926,2,19,2,63.4,58.0,9.17626639164243,7.19
0.41871033485818504,4,21,3,61.5,56.0,7.43543801981455,5.2
0.2776317365982795,4,19,4,61.7,55.0,6.720220155135295,4.43
0.2851789422336624,3,18,5,62.4,60.0,6.75110146893676,4.42
0.6981347220709844,4,20,2,62.3,55.0,8.361007108226909,6.38
0.4054651081081644,2,22,2,60.6,59.0,7.227662498728654,5.08
0.4382549309311553,2,19,4,62.0,57.0,7.488293515159428,5.25
0.7371640659767197,4,18,2,62.5,56.0,8.560252680876685,6.58
0.48858001481867097,2,19,5,62.3,55.0,7.8168199657645525,5.5
0.7975071958841881,2,20,2,63.1,58.0,8.784315349902657,6.8
0.9162907318741551,2,16,5,63.3,56.0,9.035034150076132,7.18
0.76080582903376,2,21,1,62.6,56.0,8.500250470685925,6.63
0.5423242908253617,4,18,2,62.0,57.0,7.767263996757308,5.73
0.262364264467491,3,20,3,61.4,60.0,6.406879986069314,4.29
0.5364933705145685,2,21,3,63.4,61.0,7.804251383528112,5.6
0.33647223662121295,3,21,6,61.4,59.0,7.242797922793756,4.74
0.7793248768009976,3,19,5,61.6,58.0,9.120196822123217,6.77
0.3646431135879093,3,21,4,60.7,58.0,7.122059881629142,4.91
0.6931471805599453,3,20,6,61.0,60.0,9.200492035921368,6.43
0.3506568716131694,3,18,6,62.0,58.0,7.04141166379481,4.82
0.3435897043900769,4,21,4,62.0,55.0,6.984716320118266,4.74
0.29266961396282,3,19,2,60.8,59.0,6.478509642208569,4.56
0.5306282510621704,2,17,2,63.8,59.0,7.544861068658458,5.56
0.4700036292457356,3,19,2,60.8,58.0,7.160069207596127,5.44
0.6981347220709844,4,19,3,61.6,57.0,8.725832056527565,6.41
0.20701416938432615,3,20,5,61.3,59.0,6.100318952020064,3.94
0.262364264467491,4,19,4,62.5,57.0,6.655440350367647,4.32
0.6931471805599453,1,21,2,59.3,61.0,8.50045386741194,6.42
1.1184149159642893,3,18,1,62.6,58.0,9.447623486844112,8.06
0.3435897043900769,1,22,2,63.1,57.0,6.576469569048224,4.68
1.1019400787607843,2,17,1,61.4,63.0,9.188299241099303,8.19
0.76080582903376,3,17,3,62.8,60.0,8.518991573357617,6.68
0.8020015854720274,4,20,3,61.7,57.0,9.16408698745872,6.94
0.20701416938432615,2,20,5,61.2,58.0,6.274762021241939,3.96
0.9202827531436926,4,19,1,62.3,56.0,9.147613542067878,7.31
0.5306282510621704,4,18,1,61.6,54.0,7.65491704784832,5.71
0.7178397931503169,0,20,1,66.0,60.0,8.193123721512068,6.3
0.6418538861723948,2,17,4,63.5,57.0,8.156223323194624,6.06
0.43178241642553783,4,19,4,60.1,57.0,7.579678823090456,5.29
0.6931471805599453,2,20,1,62.6,58.0,8.31434234336979,6.31
0.5481214085096876,4,17,4,62.1,54.0,7.681560362559537,5.77
1.0986122886681098,3,17,3,60.7,60.0,9.722864552377755,8.07
0.4252677354043441,1,21,1,63.4,56.0,7.040536390215956,5.16
0.27002713721306015,4,19,3,62.0,57.0,6.54965074223381,4.37
0.9162907318741551,3,18,4,59.3,61.0,9.267193183568965,7.53
0.6931471805599453,3,21,3,62.8,62.0,8.744009988096744,6.29
0.3506568716131694,4,19,6,60.0,57.0,7.119635638017636,4.86
0.6418538861723948,2,18,3,62.1,60.0,8.310169021981912,6.11
0.5481214085096876,4,22,3,61.4,56.0,8.16876982367527,5.78
0.6981347220709844,3,21,1,60.6,58.0,8.305236829492593,6.47
0.6981347220709844,0,19,2,66.9,56.0,8.319473692442186,6.15
0.48858001481867097,3,21,7,60.3,62.0,7.965545573129992,5.55
0.3001045924503381,4,20,6,60.6,56.0,6.902742737158593,4.58
0.9477893989335261,2,21,2,62.9,59.0,9.460709909543985,7.38
0.9202827531436926,3,22,2,62.5,60.0,9.372544251851037,7.27
0.20701416938432615,2,18,5,62.6,56.0,6.068425588244111,3.92
0.3784364357202451,4,17,5,61.4,57.0,6.914730892718563,4.96
0.262364264467491,3,19,3,61.6,60.0,6.267200548541362,4.28
0.5766133643039938,4,18,1,61.9,54.0,7.607381425639791,5.89
1.1052568313867783,0,16,1,64.6,55.0,9.195632743103909,7.93
0.7839015438284094,3,17,1,59.5,59.0,8.411610428841172,6.95
0.6931471805599453,0,22,2,65.9,54.0,8.45638105201948,6.24
0.6981347220709844,3,20,1,61.6,58.0,8.393216011596527,6.39
0.7371640659767197,4,18,2,61.9,56.0,8.491259809389733,6.64
0.4637340162321401,4,20,2,62.0,57.0,7.3537223303996315,5.41
0.2776317365982795,4,21,6,62.5,56.0,6.703188113240863,4.38
0.23111172096338664,1,20,4,62.5,56.0,5.924255797414532,4.06
0.6097655716208943,2,22,4,60.6,57.0,8.39931015075952,6.06
0.6678293725756554,3,20,1,58.4,57.0,7.961370201719511,6.49
0.2851789422336624,3,21,5,61.3,59.0,6.60934924316738,4.44
0.22314355131420976,4,19,6,62.6,56.0,6.368187186350492,4.01
0.27002713721306015,4,21,5,61.0,56.0,6.953684210870537,4.43
0.4054651081081644,2,19,2,60.0,63.0,7.088408778675395,5.06
0.6931471805599453,3,22,1,61.6,58.0,8.439663988907,6.45
0.33647223662121295,4,20,5,61.7,56.0,7.059617628291383,4.74
0.3435897043900769,4,20,3,60.8,56.0,6.761572768804055,4.8
0.4762341789963716,3,20,5,59.7,58.0,7.780303087908373,5.56
0.5933268452777344,4,21,2,62.4,57.0,8.04237800517328,5.92
0.2776317365982795,4,19,3,59.8,57.0,6.331501849893691,4.43
0.44468582126144574,4,19,4,60.8,55.0,7.516433302915632,5.34
0.4054651081081644,2,18,4,62.5,58.0,7.252053951852814,5.04
0.27002713721306015,3,19,3,62.2,59.0,6.300785794663244,4.3
0.3220834991691133,4,22,1,61.1,56.0,6.452048954437226,4.65
0.23901690047049992,1,21,4,57.5,63.0,5.934894195619588,4.24
0.5822156198526637,4,20,2,62.0,55.0,8.033334015880062,5.93
0.6931471805599453,2,20,3,62.9,59.0,8.68777949199177,6.3
0.6931471805599453,3,21,1,62.2,59.0,8.387312270561717,6.38
0.5306282510621704,4,20,6,61.0,56.0,8.507546814364431,5.72
0.4574248470388754,4,22,4,61.4,57.0,7.63433723562832,5.41
0.5423242908253617,3,16,2,60.4,61.0,7.365180126021013,5.87
0.43178241642553783,4,22,5,61.3,56.0,7.890582534656536,5.22
0.5481214085096876,4,19,6,61.3,56.0,8.207401833376355,5.79
0.27002713721306015,3,17,2,62.3,58.0,6.2878585601617845,4.38
0.35767444427181594,3,22,2,60.1,58.0,6.7226297948554485,4.89
0.262364264467491,4,18,7,61.8,55.0,6.921658184151129,4.31
0.43178241642553783,4,19,5,61.4,55.0,7.593877844605118,5.22
0.3435897043900769,2,21,5,63.1,58.0,7.033506484287697,4.75
0.7561219797213337,4,21,5,61.4,57.0,9.316140790862395,6.69
0.3293037471426004,1,21,5,61.5,61.0,6.8501261661455,4.73
0.5306282510621704,1,18,3,59.7,57.0,7.761319180947987,5.75
0.9202827531436926,2,20,5,63.1,56.0,9.759501702007746,7.32
1.0986122886681098,3,20,2,62.6,59.0,9.825201634137583,8.1
0.5364933705145685,4,21,6,62.3,55.0,8.350429973538136,5.68
0.5538851132264376,4,20,4,61.7,56.0,8.061802274538348,5.83
0.7929925155296614,0,21,1,65.6,59.0,8.502485562543963,6.62
0.3074846997479606,3,21,3,62.0,58.0,6.921658184151129,4.56
0.4510756193602166,4,20,3,60.7,56.0,7.64826303090192,5.37
0.6418538861723948,4,18,3,62.5,53.0,8.382518288089635,6.17
0.4252677354043441,4,22,3,62.6,56.0,7.579167967396076,5.18
0.5007752879124893,2,17,5,61.3,59.3,7.511524648390866,5.52
0.9360933591703349,2,19,1,61.9,60.0,9.090880931938855,7.31
0.3435897043900769,3,18,5,59.8,60.0,6.907755278982137,4.86
0.5423242908253617,4,21,2,60.3,55.0,8.0106915391303,5.85
0.412109650826833,3,19,2,60.3,61.0,7.180069874302796,5.19
0.6471032420585384,0,18,2,65.8,58.0,7.956827122090111,6.04
0.6523251860396903,2,18,4,59.7,63.0,8.459987717645458,6.34
0.6981347220709844,2,20,1,61.0,60.0,8.324093761450404,6.44
1.1019400787607843,1,17,3,63.6,57.0,9.680593969977126,7.87
0.9745596399981308,3,19,0,62.0,59.0,8.823058934301647,7.53
0.27002713721306015,4,19,6,60.8,56.0,6.953684210870537,4.39
0.27002713721306015,4,20,6,61.4,56.0,6.734591659972948,4.37
0.262364264467491,4,22,6,61.1,57.0,6.975413927455952,4.36
0.7030975114131134,2,18,1,63.4,63.0,8.219864741912652,6.36
0.7929925155296614,4,19,4,62.5,57.0,8.703838719690246,6.77
0.29266961396282,4,21,2,61.4,54.0,6.641182169740591,4.53
0.6931471805599453,2,19,5,63.0,56.0,8.878776071707552,6.37
0.27002713721306015,3,21,4,61.9,56.0,6.705639094860003,4.37
0.6418538861723948,2,22,2,62.8,59.0,8.454040376410969,6.14
0.4054651081081644,1,19,1,63.8,57.0,6.917705609835305,4.98
0.5364933705145685,3,19,2,61.2,61.0,7.77779262633883,5.71
0.7227059828014898,3,18,2,61.0,58.0,8.532278828834277,6.61
0.5364933705145685,4,21,3,59.5,57.0,8.01829613851552,5.83
0.4510756193602166,1,20,1,61.9,57.7,7.155396301896734,5.32
1.0647107369924282,4,17,1,60.9,55.0,9.40640045488065,8.0
0.9202827531436926,3,19,3,60.4,58.0,9.348448774093812,7.38
0.3074846997479606,4,22,3,61.5,57.0,6.9985096422506015,4.58
0.6981347220709844,4,21,2,59.8,60.0,8.657302899400882,6.56
1.199964782928397,4,17,1,62.0,57.0,9.770927116951647,8.45
0.6981347220709844,2,20,1,60.0,55.0,8.395251520610994,6.56
0.4637340162321401,4,20,1,60.1,57.0,7.22402480828583,5.45
0.3074846997479606,4,22,2,62.7,57.0,6.498282149476434,4.54
0.6931471805599453,1,20,1,56.7,60.0,8.258163361537619,6.62
0.7884573603642702,3,21,4,60.7,57.0,9.215725844252521,6.89
0.6418538861723948,2,18,3,60.0,56.0,8.35608503102148,6.3
0.9321640810304452,3,17,1,60.1,61.0,8.952605375892354,7.46
0.27002713721306015,4,19,2,61.8,55.0,6.202535517187923,4.38
0.7371640659767197,3,19,2,62.5,59.0,8.371704884667631,6.56
0.3435897043900769,3,19,6,59.7,60.0,7.046647277848756,4.85
0.4382549309311553,4,22,3,61.0,56.0,7.478169694159785,5.31
0.9282193027394289,3,17,3,62.0,58.0,9.211739392889891,7.36
0.6523251860396903,3,17,3,60.9,58.0,8.267705664762426,6.28
0.708035793053696,3,17,2,61.6,59.0,8.38091517312361,6.46
0.5306282510621704,1,20,3,64.3,59.0,7.772331575169614,5.6
0.2546422183735807,4,20,4,61.6,56.0,6.320768294250582,4.26
0.9162907318741551,2,17,2,60.3,60.0,9.003070169818264,7.46
0.4574248470388754,4,21,1,62.8,56.0,7.205635176410364,5.3
0.7030975114131134,4,22,2,61.7,56.0,8.931287626222456,6.4
0.43178241642553783,4,21,4,62.0,56.0,7.570443252057374,5.17
0.832909122935104,2,17,3,62.7,57.0,8.74687531957003,6.88
0.3784364357202451,2,21,4,58.7,60.0,7.2813856635702825,5.08
0.6931471805599453,4,22,4,62.4,55.0,8.983063289380366,6.4
0.712949807856125,1,19,3,61.4,65.0,8.619027497297505,6.53
0.7839015438284094,4,17,4,61.6,56.0,8.89959435992585,6.81
0.4054651081081644,2,18,5,62.9,56.0,7.358830898342354,5.03
0.7839015438284094,4,17,7,61.7,56.0,8.882946799288174,6.78
0.7975071958841881,3,21,2,62.3,59.0,8.908694592507015,6.8
0.5877866649021191,4,22,2,62.2,57.0,8.010359588919783,5.89
0.5596157879354227,4,19,3,60.6,55.0,8.003697339094368,5.91
0.6418538861723948,1,20,3,65.0,58.0,8.359134886757962,6.03
0.7884573603642702,2,20,4,61.6,61.0,9.127393451155257,6.81
0.27002713721306015,4,19,1,61.6,55.6,6.063785208687608,4.34
0.9360933591703349,2,18,2,63.2,57.0,8.863191340690854,7.35
0.9162907318741551,2,16,4,62.2,58.0,8.989070065043654,7.19
0.6931471805599453,1,22,3,63.1,56.0,8.869960510523953,6.36
0.262364264467491,4,20,7,62.2,53.0,6.787844982309579,4.34
0.3220834991691133,4,19,6,61.7,55.0,6.901737206656574,4.67
0.9932517730102833,4,17,4,63.0,55.0,9.395241931033524,7.75
0.712949807856125,2,19,3,63.4,55.0,8.73761303680885,6.48
0.5306282510621704,4,20,2,61.0,56.0,7.901377353792616,5.75
0.4252677354043441,4,19,4,61.7,55.0,7.454719949364001,5.22
0.7371640659767197,1,22,7,58.7,61.0,9.705463352014883,6.75
0.23111172096338664,4,17,4,61.6,54.0,6.361302477572996,4.08
0.5306282510621704,4,20,4,62.4,56.0,8.070906088787819,5.67
0.5709795465857378,4,19,3,62.1,56.0,8.173293438966228,5.84
0.6981347220709844,2,22,3,63.1,58.0,8.915835074176277,6.34
1.169381359556317,0,16,0,66.7,56.0,8.631949428714426,8.04
0.5306282510621704,2,22,2,62.4,57.0,8.031385330625534,5.64
0.6981347220709844,4,19,1,61.4,57.0,8.477204183199873,6.44
0.6523251860396903,0,20,1,65.1,58.0,8.096512917501594,6.12
0.8712933659434193,3,19,2,61.3,59.0,8.98619632032839,7.24
0.4510756193602166,2,20,2,58.6,57.0,7.21890970761906,5.37
0.6981347220709844,3,20,3,62.4,58.0,8.7157161275482,6.43
0.7466879474879752,2,22,1,59.9,57.0,8.525756422076725,6.72
0.4054651081081644,3,22,3,61.9,58.0,7.469083884921234,5.04
0.5364933705145685,4,21,5,62.0,57.0,8.324821298768782,5.7
0.708035793053696,4,19,3,61.1,57.0,8.952475967933584,6.51
0.31481073984003355,4,20,6,59.2,57.0,7.249215057114389,4.75
0.5766133643039938,4,22,3,62.3,54.0,8.339023005744759,5.87
0.5128236264286639,1,19,2,62.9,59.0,7.502186486602924,5.58
0.6418538861723948,4,16,2,62.6,54.0,8.04012466444838,6.16
0.27002713721306015,4,21,3,60.8,54.0,6.771935555839602,4.4
0.6575200029167941,3,21,0,62.3,60.0,7.881559917056899,6.23
0.8919980393051105,1,19,4,63.6,58.0,9.177610547353265,7.01
0.6981347220709844,3,20,2,60.3,58.0,8.482601746646619,6.53
0.412109650826833,4,21,2,60.9,54.0,7.212294468500341,5.17
0.3220834991691133,3,21,3,59.2,60.0,7.014814351275545,4.77
0.2851789422336624,1,19,2,63.2,57.0,6.20050917404269,4.39
0.412109650826833,4,21,2,61.4,56.0,7.228388451573604,5.15
0.48858001481867097,4,21,6,62.4,56.0,8.058960017769417,5.48
0.41871033485818504,3,21,0,60.8,60.0,6.945051063725834,5.2
0.412109650826833,4,22,3,62.2,58.0,7.425953657077541,5.1
0.4252677354043441,4,18,2,61.5,54.0,7.095064377287131,5.21
0.41871033485818504,4,19,3,61.7,56.0,7.264730177929867,5.15
0.7884573603642702,3,19,3,59.4,58.0,8.889997357284841,6.91
0.5538851132264376,2,20,2,59.8,58.0,7.857093864902493,5.89
0.6931471805599453,2,21,1,60.6,61.0,8.369388996647842,6.39
1.1216775615991057,3,17,1,60.5,60.0,9.61953186182516,8.32
0.9001613499442714,0,18,1,56.3,60.0,8.652423140676342,7.61
0.7561219797213337,4,19,4,61.5,56.0,8.993675786759683,6.71
0.6418538861723948,2,20,3,61.8,57.0,8.560061091643414,6.16
0.5877866649021191,3,19,7,62.6,58.0,8.341410211461865,5.93
0.4252677354043441,4,22,6,62.5,54.0,7.974532844130228,5.16
0.2851789422336624,4,21,4,60.6,57.0,6.661854740545311,4.5
0.35767444427181594,3,19,6,62.0,59.0,7.0967213784947605,4.8
0.5481214085096876,4,17,4,61.6,55.0,7.862112211662748,5.77
0.6418538861723948,2,21,3,62.7,56.0,8.488587934405903,6.13
0.2776317365982795,4,20,4,61.9,56.0,6.803505257608338,4.4
0.262364264467491,3,19,6,61.7,58.0,6.672032945461067,4.26
0.7701082216960736,3,20,1,62.4,59.0,8.549660381553739,6.72
0.5306282510621704,2,19,2,59.1,62.0,7.891704659330107,5.8
0.4762341789963716,2,21,2,62.1,55.0,7.512071245835466,5.43
0.262364264467491,4,19,4,61.7,57.0,6.655440350367647,4.32
0.3435897043900769,4,21,4,62.7,57.0,7.050989447068045,4.76
0.8020015854720274,3,18,3,60.6,59.0,8.791486026749002,6.94
0.262364264467491,2,21,2,61.9,58.0,6.267200548541362,4.27
0.9242589015233319,0,18,2,61.2,60.0,9.08466376388818,7.39
0.2776317365982795,3,16,4,61.9,58.0,6.045005314036012,4.33
0.7227059828014898,3,22,1,59.8,61.0,8.40827078419205,6.63
1.0296194171811581,2,21,2,62.2,57.0,9.756957759840232,7.81
0.262364264467491,4,21,3,62.1,56.0,6.490723534502507,4.25
0.3435897043900769,4,17,6,62.0,54.5,6.79346613258001,4.77
0.5423242908253617,4,20,1,61.9,57.0,7.629975707027789,5.74
0.7929925155296614,4,17,4,61.7,53.0,8.86953877719374,6.89
0.8501509293696101,3,19,5,61.3,58.0,9.31641063570325,7.16
0.6981347220709844,3,18,2,58.2,62.0,8.340933226000878,6.54
0.9932517730102833,0,19,3,64.5,58.0,9.60649561075857,7.51
0.33647223662121295,2,21,2,61.7,60.0,6.5337888379333435,4.68
0.9400072584914712,3,16,3,61.7,58.0,8.957252944288902,7.41
