depth,table,x,cut_enc,color_enc,clarity_enc,log_price,log_carat
61.6,56.0,5.75,4,21,6,8.455743229100015,-0.3285040669720361
62.3,61.0,6.38,3,20,4,8.9005490139363,0.0
62.6,54.0,5.3,4,19,4,7.5411524551363085,-0.5447271754416722
61.2,57.0,7.02,3,18,1,8.647168267837984,0.2151113796169455
61.8,55.0,6.55,4,20,0,8.173011311724972,0.058268908123975824
62.0,58.0,4.62,3,18,5,6.725033642166843,-0.9675840262617056
62.0,60.0,6.8,3,22,1,8.707152175339404,0.19885085874516517
61.5,60.0,4.29,3,20,3,6.654152520183219,-1.2039728043259361
61.3,56.0,4.76,4,20,4,6.956545443151569,-0.916290731874155
62.0,55.0,4.21,2,18,5,6.257667587882639,-1.2729656758128873
62.1,56.0,6.51,4,18,2,8.521185212685776,0.058268908123975824
62.5,57.0,5.06,2,21,2,7.271008538280992,-0.6733445532637656
63.7,56.0,4.22,1,18,2,6.29156913955832,-1.2039728043259361
63.0,57.0,5.66,2,21,6,8.244859395911256,-0.342490308946776
61.5,56.0,6.83,4,17,4,8.808518618782816,0.1906203596086497
62.0,56.0,6.9,4,16,2,8.575650760987806,0.23111172096338664
62.0,58.0,5.95,3,19,3,8.004365564979574,-0.21072103131565253
61.7,60.0,4.75,3,18,2,6.775366090936392,-0.8915981192837836
64.5,58.0,6.29,0,21,0,7.933079771880415,0.009950330853168092
62.2,61.0,5.06,2,18,5,7.3632795869630385,-0.6733445532637656
63.0,54.0,6.64,2,18,1,8.40804774415544,0.13976194237515863
62.6,57.0,5.24,4,22,3,7.597396320212795,-0.616186139423817
62.8,59.0,4.76,3,22,5,7.123672785204607,-0.8675005677047231
61.7,59.0,6.83,2,17,3,8.679992081721329,0.1823215567939546
61.6,62.0,7.15,0,17,3,8.879333174786028,0.30010459245033816
63.1,59.0,5.02,2,18,2,7.074116816197362,-0.6931471805599453
61.9,55.0,5.82,4,19,1,7.818832443803404,-0.3011050927839216
61.7,59.0,7.63,3,16,2,9.069928218259438,0.5364933705145685
61.7,55.0,5.8,4,21,3,8.139440521874608,-0.3285040669720361
63.2,56.0,6.32,2,20,3,8.81001204797317,0.0
62.0,54.0,4.39,4,19,5,6.56244409369372,-1.1394342831883648
61.8,56.0,6.97,4,18,4,9.134862230800225,0.25464221837358075
61.6,58.0,4.52,2,17,3,6.22455842927536,-1.0216512475319814
61.6,57.0,5.21,3,21,3,7.502738210754851,-0.6348782724359695
62.7,57.0,5.69,4,19,4,7.982757702011113,-0.342490308946776
62.5,56.0,5.26,4,22,4,7.73718007783463,-0.579818495252942
59.2,62.0,4.34,2,20,6,6.655440350367647,-1.171182981502945
62.3,56.0,6.41,2,21,6,9.27837278236801,0.009950330853168092
61.8,59.0,4.83,3,19,4,6.849066282633458,-0.843970070294529
62.2,58.0,5.68,2,21,1,7.746300662231439,-0.342490308946776
63.0,55.0,5.7,4,18,3,7.8383433155571165,-0.35667494393873245
62.5,56.2,6.81,4,20,1,8.764209507142004,0.19885085874516517
62.2,57.0,7.27,4,17,7,9.251386341412184,0.41871033485818504
63.2,57.0,4.69,2,21,2,6.502790045915623,-0.8915981192837836
62.0,55.3,4.39,4,17,6,6.315358001522335,-1.1394342831883648
62.3,54.0,4.73,4,19,3,6.674561391814426,-0.916290731874155
61.2,55.0,5.23,4,21,1,7.113956109566034,-0.6348782724359695
63.4,57.0,5.08,2,19,4,7.443663683115591,-0.6733445532637656
59.2,59.0,4.47,3,19,4,6.71901315438526,-1.1394342831883648
60.0,56.0,4.52,2,19,1,6.131226489483141,-1.1086626245216111
62.4,58.0,6.33,3,22,1,8.46168048148598,0.0
61.9,57.0,4.69,4,22,4,6.9985096422506015,-0.941608539858445
62.0,55.0,4.58,4,18,3,6.395261598115449,-1.0216512475319814
62.4,57.0,4.79,4,18,2,6.8001700683022,-0.8675005677047231
59.8,58.0,5.93,3,17,1,7.621684998724611,-0.3011050927839216
63.4,58.0,6.43,2,21,1,8.24301946898925,0.009950330853168092
61.2,55.0,5.23,4,19,4,7.469654172932128,-0.6348782724359695
61.3,62.0,6.45,0,20,2,8.525161361065415,0.0
63.4,60.0,6.33,2,20,1,8.178358165605836,0.009950330853168092
64.0,57.0,6.14,1,18,3,8.17131687471973,-0.10536051565782628
61.0,55.0,4.76,4,19,2,6.75110146893676,-0.916290731874155
62.3,55.0,4.39,4,19,4,6.326149473155099,-1.1394342831883648
61.7,62.0,4.76,3,20,2,6.824373670043086,-0.916290731874155
61.0,56.0,4.38,4,20,4,6.464588303689961,-1.171182981502945
62.2,57.0,4.42,4,17,3,6.3561076606958915,-1.1394342831883648
61.8,56.0,5.16,4,19,5,7.587817219993427,-0.6733445532637656
61.3,56.0,5.28,4,22,4,7.719129840906732,-0.5978370007556204
60.5,60.0,7.48,3,17,2,9.08839870117094,0.41871033485818504
61.2,60.0,6.6,3,22,1,8.549466751966532,0.08617769624105241
61.2,57.0,4.46,2,19,4,6.466144724237619,-1.1086626245216111
64.7,58.0,7.35,0,22,1,9.067162602299854,0.47000362924573563
59.3,62.0,5.74,2,20,6,8.0925452638913,-0.35667494393873245
60.7,59.0,6.26,3,18,2,8.224163512637862,-0.10536051565782628
60.8,62.0,4.74,1,22,5,6.984716320118266,-0.916290731874155
60.2,59.0,5.35,4,18,3,7.360739903058278,-0.5621189181535413
62.3,56.0,5.29,3,19,3,7.419380582918692,-0.5978370007556204
63.2,57.0,6.38,2,21,3,8.822764296703758,0.009950330853168092
63.1,57.0,4.28,2,19,3,6.51471269087253,-1.2039728043259361
59.6,61.0,4.82,1,19,4,6.858565034791365,-0.916290731874155
61.2,57.0,5.67,2,20,1,7.649692623711514,-0.35667494393873245
59.9,56.0,7.31,2,19,4,9.357380114625498,0.3364722366212129
62.0,59.0,7.34,3,16,4,9.000853147109458,0.41871033485818504
62.2,57.0,4.26,4,18,2,6.1092475827643655,-1.2039728043259361
62.6,53.0,4.37,4,19,6,6.670766320845874,-1.171182981502945
61.1,62.0,7.17,2,21,2,9.135401285311689,0.35065687161316933
62.1,57.0,6.39,2,18,3,8.522777569710138,0.009950330853168092
60.6,59.0,4.19,2,21,4,6.023447592961033,-1.3093333199837622
62.2,56.0,5.26,4,18,2,7.122866658599083,-0.616186139423817
60.8,59.0,5.76,4,16,3,7.55171221535131,-0.3285040669720361
61.3,57.0,6.51,4,19,3,8.850947451970402,0.02955880224154443
61.9,59.0,4.43,3,19,4,6.501289670540389,-1.1086626245216111
63.1,56.0,6.36,2,20,2,8.406038142050075,0.0
62.2,57.0,8.13,4,19,1,9.391661428436555,0.6931471805599453
61.9,58.0,4.38,3,21,5,6.952728644624869,-1.171182981502945
62.8,59.0,6.34,3,21,1,8.34283980427146,0.0
61.6,56.0,6.48,4,20,3,8.885855993000296,0.009950330853168092
61.4,57.0,5.75,2,18,3,7.808729306744399,-0.3285040669720361
61.0,55.0,4.43,4,19,4,6.687108607866515,-1.171182981502945
62.0,57.0,5.35,4,19,1,7.033506484287697,-0.5447271754416722
63.3,58.0,6.33,2,18,3,8.453614209773367,0.009950330853168092
61.7,59.0,7.44,3,17,2,8.875566691990551,0.44468582126144574
62.4,61.0,6.05,1,17,6,8.287025025165063,-0.10536051565782628
62.0,55.0,4.38,4,21,5,6.7357800142423265,-1.1394342831883648
61.8,58.0,6.33,2,22,2,8.667680024690174,0.009950330853168092
61.7,56.0,4.33,4,21,6,6.828712071641684,-1.171182981502945
60.7,60.0,5.73,2,18,2,7.725771441587952,-0.342490308946776
61.8,56.0,6.17,4,18,1,8.31898612539206,-0.10536051565782628
61.4,58.0,7.4,2,16,1,8.804175018753625,0.44468582126144574
61.8,55.0,4.38,4,22,1,6.1675164908883415,-1.1394342831883648
61.7,55.0,4.78,2,19,2,6.82001636467413,-0.8675005677047231
62.0,57.0,4.85,4,21,3,6.954638864880987,-0.843970070294529
63.0,57.0,6.98,2,17,1,8.627660644442209,0.3148107398400336
61.3,60.0,5.88,2,18,4,7.9247959139564355,-0.2613647641344075
61.2,56.0,4.79,4,19,6,7.090076835776092,-0.916290731874155
63.1,63.0,6.67,2,20,1,8.500047032581268,0.13976194237515863
60.5,56.0,4.58,4,18,3,6.535241271013659,-1.0788096613719298
60.3,60.0,4.81,3,20,4,6.956545443151569,-0.916290731874155
58.8,61.0,6.73,3,22,2,8.631592731724734,0.09531017980432493
59.3,55.0,6.7,3,22,3,8.919854372191667,0.058268908123975824
61.8,58.0,6.43,1,20,1,8.307212626628308,0.0
61.9,55.0,5.79,4,18,4,7.978996370854115,-0.31471074483970024
61.8,60.0,4.98,3,19,3,7.004881989712859,-0.7550225842780328
61.6,57.0,4.39,4,20,4,6.573680166960646,-1.1394342831883648
63.8,55.0,7.47,2,18,1,9.184509611941662,0.5306282510621704
60.9,57.0,4.5,4,22,4,6.863803391452954,-1.1086626245216111
63.3,56.0,4.29,1,19,4,6.437751649736401,-1.171182981502945
63.6,60.0,7.3,1,18,1,8.820256365906321,0.4054651081081644
60.4,61.0,4.42,3,21,2,6.51025834052315,-1.1394342831883648
61.9,58.0,4.34,2,18,2,6.1070228877422545,-1.1394342831883648
61.6,55.0,5.14,4,19,6,7.631916513071252,-0.6539264674066639
61.6,55.0,4.74,4,22,3,6.914730892718563,-0.8915981192837836
60.8,58.0,6.52,3,19,4,8.780326390946605,0.01980262729617973
60.5,57.0,6.78,4,19,6,9.113278659133051,0.14842000511827322
62.6,54.0,6.38,3,20,1,8.404696160189092,0.009950330853168092
62.0,55.0,4.48,4,19,3,6.639875833826536,-1.0788096613719298
62.4,55.0,4.8,4,22,3,6.93828448401696,-0.8675005677047231
61.7,57.0,6.55,4,22,2,8.691482576512929,0.03922071315328133
63.1,56.0,4.68,2,20,4,6.796823718274855,-0.916290731874155
62.9,59.0,6.44,2,21,1,8.520786726926367,0.0769610411361284
60.3,60.0,4.76,2,19,2,6.577861357721047,-0.8915981192837836
60.4,59.0,4.15,2,22,5,6.391917113392602,-1.3470736479666092
61.9,57.0,4.12,2,19,5,6.091309882077698,-1.3093333199837622
60.9,57.0,5.29,4,22,2,7.517520850603031,-0.5978370007556204
63.4,58.0,7.19,2,19,2,9.176162920174596,0.412109650826833
61.5,56.0,5.2,4,21,3,7.434847875211999,-0.6539264674066639
61.7,55.0,4.43,4,19,4,6.71901315438526,-1.1394342831883648
62.4,60.0,4.42,3,18,5,6.74993119378857,-1.1086626245216111
62.3,55.0,6.38,4,20,2,8.360773272144936,0.009950330853168092
60.6,59.0,5.08,2,22,2,7.226936018493289,-0.6931471805599453
62.0,57.0,5.25,2,19,4,7.487733761436444,-0.5978370007556204
62.5,56.0,6.58,4,18,2,8.560061091643414,0.08617769624105241
62.3,55.0,5.5,2,19,5,7.816416983691801,-0.4620354595965587
63.1,58.0,6.8,2,20,2,8.784162222270476,0.19885085874516517
63.3,56.0,7.18,2,16,5,9.03491498187007,0.4054651081081644
62.6,56.0,6.63,2,21,1,8.500047032581268,0.131028262406404
62.0,57.0,5.73,4,18,2,7.766840537085513,-0.3285040669720361
61.4,60.0,4.29,3,20,3,6.405228458030842,-1.2039728043259361
63.4,61.0,5.6,2,21,3,7.803843303538772,-0.342490308946776
61.4,59.0,4.74,3,21,6,7.242082359256962,-0.916290731874155
61.6,58.0,6.77,3,19,5,9.120087382998621,0.16551443847757333
60.7,58.0,4.91,3,21,4,7.121252453244542,-0.8209805520698302
61.0,60.0,6.43,3,20,6,9.200391041122515,0.0
62.0,58.0,4.82,3,18,6,7.040536390215956,-0.8675005677047231
62.0,55.0,4.74,4,21,4,6.983789965258135,-0.8915981192837836
60.8,59.0,4.56,3,19,2,6.476972362889683,-1.0788096613719298
63.8,59.0,5.56,2,17,2,7.5443321080536885,-0.35667494393873245
60.8,58.0,5.44,3,19,2,7.1592919047975645,-0.5108256237659907
61.6,57.0,6.41,4,19,3,8.725669705687043,0.009950330853168092
61.3,59.0,3.94,3,20,5,6.09807428216624,-1.4696759700589417
62.5,57.0,4.32,4,19,4,6.654152520183219,-1.2039728043259361
59.3,61.0,6.42,1,21,2,8.500250470685925,0.0
63.1,57.0,4.68,1,22,2,6.57507584059962,-0.8915981192837836
62.8,60.0,6.68,3,17,3,8.518791912779934,0.131028262406404
61.7,57.0,6.94,4,20,3,9.163982247998034,0.20701416938432612
61.2,58.0,3.96,2,20,5,6.272877006546167,-1.4696759700589417
62.3,56.0,7.31,4,19,1,9.147507062804614,0.412109650826833
61.6,54.0,5.71,4,18,1,7.6544432264701125,-0.35667494393873245
63.5,57.0,6.06,2,17,4,8.155936337972394,-0.10536051565782628
60.1,57.0,5.29,4,19,4,7.579167967396076,-0.616186139423817
62.6,58.0,6.31,2,20,1,8.314097335405807,0.0
62.1,54.0,5.77,4,17,4,7.681099001536359,-0.31471074483970024
63.4,56.0,5.16,1,21,1,7.039660349862076,-0.6348782724359695
62.0,57.0,4.37,4,19,3,6.548219102762372,-1.171182981502945
59.3,61.0,7.53,3,18,4,9.267098705794792,0.4054651081081644
62.8,62.0,6.29,3,21,3,8.743850562030243,0.0
60.0,57.0,4.86,4,19,6,7.118826249062078,-0.8675005677047231
62.1,60.0,6.11,2,18,3,8.309922989258318,-0.10536051565782628
61.4,56.0,5.78,4,22,3,8.168486417126681,-0.31471074483970024
60.6,58.0,6.47,3,21,1,8.304989580140361,0.009950330853168092
60.3,62.0,5.55,3,21,7,7.965198290612176,-0.4620354595965587
60.6,56.0,4.58,4,20,6,6.901737206656574,-1.0498221244986778
62.5,60.0,7.27,3,22,2,9.372459221452617,0.412109650826833
62.6,56.0,3.92,2,18,5,6.066108090103747,-1.4696759700589417
61.4,57.0,4.96,4,17,5,6.913737350659685,-0.7765287894989963
61.6,60.0,4.28,3,19,3,6.26530121273771,-1.2039728043259361
61.9,54.0,5.89,4,18,1,7.60688453121963,-0.2484613592984996
59.5,59.0,6.95,3,17,1,8.411388132519262,0.17395330712343798
61.6,58.0,6.39,3,20,1,8.392989587956931,0.009950330853168092
61.9,56.0,6.64,4,18,2,8.491054533806542,0.08617769624105241
62.0,57.0,5.41,4,20,2,7.353081920515432,-0.527632742082372
62.5,56.0,4.38,4,21,6,6.70196036600254,-1.1394342831883648
62.5,56.0,4.06,1,20,4,5.921578419643816,-1.3470736479666092
60.6,57.0,6.06,2,22,4,8.399085102935908,-0.1743533871447778
61.3,59.0,4.44,3,21,5,6.608000625296087,-1.1086626245216111
62.6,56.0,4.01,4,19,6,6.366470447731438,-1.3862943611198906
61.0,56.0,4.43,4,21,5,6.952728644624869,-1.171182981502945
60.0,63.0,5.06,2,19,2,7.087573705557973,-0.6931471805599453
61.6,58.0,6.45,3,22,1,8.439447842791385,0.0
61.7,56.0,4.74,4,20,5,7.0587581525186645,-0.916290731874155
60.8,56.0,4.8,4,20,3,6.760414691083428,-0.8915981192837836
59.7,58.0,5.56,3,20,5,7.779885115070522,-0.4942963218147801
62.4,57.0,5.92,4,21,2,8.042056410058754,-0.21072103131565253
59.8,57.0,4.43,4,19,3,6.329720905522696,-1.1394342831883648
60.8,55.0,5.34,4,19,4,7.515889085215125,-0.579818495252942
62.5,58.0,5.04,2,18,4,7.251344983372214,-0.6931471805599453
62.2,59.0,4.3,3,19,3,6.298949246855942,-1.171182981502945
61.1,56.0,4.65,4,22,1,6.450470422144176,-0.9675840262617056
62.0,55.0,5.93,4,20,2,8.033009498596668,-0.23572233352106983
62.9,59.0,6.3,2,20,3,8.687610843707368,0.0
62.2,59.0,6.38,3,21,1,8.387084506069217,0.0
61.0,56.0,5.72,4,20,6,8.507344855361422,-0.35667494393873245
61.4,57.0,5.41,4,22,4,7.633853559681768,-0.5447271754416722
60.4,61.0,5.87,3,16,2,7.364547014255642,-0.3285040669720361
61.3,56.0,5.22,4,22,5,7.890208213109961,-0.616186139423817
61.3,56.0,5.79,4,19,6,8.207129168071326,-0.31471074483970024
62.3,58.0,4.38,3,17,2,6.285998094508865,-1.171182981502945
60.1,58.0,4.89,3,22,2,6.721425700790643,-0.843970070294529
61.8,55.0,4.31,4,18,7,6.920671504248683,-1.2039728043259361
61.4,55.0,5.22,4,19,5,7.59337419312129,-0.616186139423817
63.1,58.0,4.75,2,21,5,7.0326242610280065,-0.8915981192837836
61.4,57.0,6.69,4,21,5,9.316050826398296,0.12221763272424911
61.5,61.0,4.73,1,21,5,6.849066282633458,-0.941608539858445
59.7,57.0,5.75,1,18,3,7.760893195851024,-0.35667494393873245
62.3,55.0,5.68,4,21,6,8.350193650720067,-0.342490308946776
61.7,56.0,5.83,4,20,4,8.061486866871327,-0.3011050927839216
62.0,58.0,4.56,3,21,3,6.920671504248683,-1.0216512475319814
60.7,56.0,5.37,4,20,3,7.647786045440933,-0.5621189181535413
62.5,53.0,6.17,4,18,3,8.382289428951436,-0.10536051565782628
62.6,56.0,5.18,4,22,3,7.578656850594762,-0.6348782724359695
61.3,59.3,5.52,2,17,5,7.510977752014095,-0.4307829160924542
61.9,60.0,7.31,2,19,1,9.090768236835338,0.4382549309311553
59.8,60.0,4.86,3,18,5,6.906754778648554,-0.8915981192837836
60.3,55.0,5.85,4,21,2,8.010359588919783,-0.3285040669720361
60.3,61.0,5.19,3,19,2,7.179307969504034,-0.6733445532637656
59.7,63.0,6.34,2,18,4,8.459775920546287,-0.08338160893905101
61.0,60.0,6.44,2,20,1,8.323851131338817,0.009950330853168092
62.0,59.0,7.53,3,19,0,8.822911626354117,0.5007752879124892
60.8,56.0,4.39,4,19,6,6.952728644624869,-1.171182981502945
61.4,56.0,4.37,4,20,6,6.733401891837359,-1.171182981502945
61.1,57.0,4.36,4,22,6,6.974478911025045,-1.2039728043259361
63.4,63.0,6.36,2,18,1,8.21959545417708,0.01980262729617973
62.5,57.0,6.77,4,19,4,8.703672758358856,0.1906203596086497
61.4,54.0,4.53,4,21,2,6.639875833826536,-1.0788096613719298
63.0,56.0,6.37,2,19,5,8.878636747430072,0.0
61.9,56.0,4.37,3,21,4,6.704414354964107,-1.171182981502945
62.8,59.0,6.14,2,22,2,8.453827315794417,-0.10536051565782628
63.8,57.0,4.98,1,19,1,6.9167150203536085,-0.6931471805599453
61.2,61.0,5.71,3,19,2,7.777373602657861,-0.342490308946776
61.0,58.0,6.61,3,18,2,8.532081803909987,0.058268908123975824
59.5,57.0,5.83,4,21,3,8.017966703493599,-0.342490308946776
61.9,57.7,5.32,1,20,1,7.154615356913663,-0.5621189181535413
60.4,58.0,7.38,3,19,3,9.348361669873558,0.412109650826833
61.5,57.0,4.58,4,22,3,6.9975959829819265,-1.0216512475319814
59.8,60.0,6.56,4,21,2,8.657129031713755,0.009950330853168092
60.0,55.0,6.56,2,20,1,8.39502555744203,0.009950330853168092
60.1,57.0,5.45,4,20,1,7.223295679562314,-0.527632742082372
62.7,57.0,4.54,4,22,2,6.4967749901858625,-1.0216512475319814
60.7,57.0,6.89,3,21,4,9.215626376405421,0.1823215567939546
60.0,56.0,6.3,2,18,3,8.355850041007475,-0.10536051565782628
60.1,61.0,7.46,3,17,1,8.952475967933584,0.43178241642553783
61.8,55.0,4.38,4,19,2,6.20050917404269,-1.171182981502945
62.5,59.0,6.56,3,19,2,8.371473537066832,0.08617769624105241
59.7,60.0,4.85,3,19,6,7.045776576879511,-0.8915981192837836
61.0,56.0,5.31,4,22,3,7.477604243197589,-0.5978370007556204
62.0,58.0,7.36,3,17,3,9.211639527707803,0.4252677354043441
60.9,58.0,6.28,3,17,3,8.267448958304849,-0.08338160893905101
61.6,59.0,6.46,3,17,2,8.380685946761574,0.02955880224154443
64.3,59.0,5.6,1,20,3,7.771910256435763,-0.35667494393873245
61.6,56.0,4.26,4,20,4,6.318968113746434,-1.2378743560016174
60.3,60.0,7.46,2,17,2,9.002947130753205,0.4054651081081644
62.8,56.0,5.3,4,21,1,7.204892510204673,-0.5447271754416722
61.7,56.0,6.4,4,22,2,8.931155429778348,0.01980262729617973
62.0,56.0,5.17,4,21,4,7.569927655242652,-0.616186139423817
62.7,57.0,6.88,2,17,3,8.746716349694486,0.26236426446749106
62.4,55.0,6.4,4,22,4,8.982937763741589,0.0
61.6,56.0,6.81,4,17,4,8.899457906353966,0.17395330712343798
62.9,56.0,5.03,2,18,5,7.358193752733032,-0.6931471805599453
61.7,56.0,6.78,4,17,7,8.88280805492444,0.17395330712343798
62.3,59.0,6.8,3,21,2,8.9085593751449,0.19885085874516517
62.2,57.0,5.89,4,22,2,8.010027528481734,-0.2231435513142097
60.6,55.0,5.91,4,19,3,8.003363058629947,-0.2876820724517809
61.6,61.0,6.81,2,20,4,9.127284796838858,0.1823215567939546
61.6,55.6,4.34,4,19,1,6.061456918928017,-1.171182981502945
63.2,57.0,7.35,2,18,2,8.86304982791909,0.4382549309311553
62.2,58.0,7.19,2,16,4,8.98894529119609,0.4054651081081644
63.1,56.0,6.36,1,22,3,8.8698199525084,0.0
62.2,53.0,4.34,4,20,7,6.786716950605081,-1.2039728043259361
61.7,55.0,4.67,4,19,6,6.900730664045173,-0.9675840262617056
63.4,55.0,6.48,2,19,3,8.737452587550584,0.03922071315328133
61.0,56.0,5.75,4,20,2,7.90100705199242,-0.35667494393873245
61.7,55.0,5.22,4,19,4,7.454141078146678,-0.6348782724359695
61.6,54.0,4.08,4,17,4,6.359573868672378,-1.3470736479666092
62.4,56.0,5.67,4,20,4,8.070593539949519,-0.35667494393873245
62.1,56.0,5.84,4,19,3,8.173011311724972,-0.2613647641344075
63.1,58.0,6.34,2,22,3,8.915700818956903,0.009950330853168092
62.4,57.0,5.64,2,22,2,8.031060180240619,-0.35667494393873245
61.4,57.0,6.44,4,19,1,8.476996001664824,0.009950330853168092
61.3,59.0,7.24,3,19,2,8.986071187374463,0.3293037471426003
62.4,58.0,6.43,3,20,3,8.715552125907816,0.009950330853168092
59.9,57.0,6.72,2,22,1,8.525558107747866,0.10436001532424286
61.9,58.0,5.04,3,22,3,7.468513271496337,-0.6931471805599453
62.0,57.0,5.7,4,21,5,8.32457884513685,-0.342490308946776
61.1,57.0,6.51,4,19,3,8.952346543226227,0.02955880224154443
59.2,57.0,4.75,4,20,6,7.2485040723706105,-0.9942522733438669
62.3,54.0,5.87,4,22,3,8.338783971442199,-0.2484613592984996
62.9,59.0,5.58,1,19,2,7.501634457883413,-0.40047756659712525
62.6,54.0,6.16,4,16,2,8.039802343736485,-0.10536051565782628
60.8,54.0,4.4,4,21,3,6.77078942390898,-1.171182981502945
62.3,60.0,6.23,3,21,0,7.881182202227102,-0.07257069283483537
63.6,58.0,7.01,1,19,4,9.177507214880942,0.36464311358790924
60.3,58.0,6.53,3,20,2,8.482394685873542,0.009950330853168092
60.9,54.0,5.17,4,21,2,7.2115567333138015,-0.6733445532637656
59.2,60.0,4.77,3,21,3,7.013915474810528,-0.9675840262617056
63.2,57.0,4.39,1,19,2,6.198478716492308,-1.1086626245216111
61.4,56.0,5.15,4,21,2,7.227662498728654,-0.6733445532637656
62.4,56.0,5.48,4,21,6,8.058643712215618,-0.4620354595965587
60.8,60.0,5.2,3,21,0,6.9440872082295275,-0.6539264674066639
62.2,58.0,5.1,4,22,3,7.425357887027151,-0.6733445532637656
61.5,54.0,5.21,4,18,2,7.094234845924755,-0.6348782724359695
61.7,56.0,5.15,4,19,3,7.2640301428995295,-0.6539264674066639
59.4,58.0,6.91,3,19,3,8.889859587773016,0.1823215567939546
59.8,58.0,5.89,2,20,2,7.8567067930958405,-0.3011050927839216
60.6,61.0,6.39,2,21,1,8.369157112588834,0.0
61.5,56.0,6.71,4,19,4,8.993551586299981,0.12221763272424911
61.8,57.0,6.16,2,20,3,8.559869465696673,-0.10536051565782628
62.6,58.0,5.93,3,19,7,8.341171747170762,-0.2231435513142097
62.5,54.0,5.16,4,22,6,7.974188669286011,-0.6348782724359695
60.6,57.0,4.5,4,21,4,6.660575149839686,-1.1086626245216111
62.0,59.0,4.8,3,19,6,7.095893221097532,-0.843970070294529
61.6,55.0,5.77,4,17,4,7.86172707782398,-0.31471074483970024
62.7,56.0,6.13,2,21,3,8.488382109562117,-0.10536051565782628
61.9,56.0,4.4,4,20,4,6.802394763324311,-1.1394342831883648
61.7,58.0,4.26,3,19,6,6.670766320845874,-1.2039728043259361
62.4,59.0,6.72,3,20,1,8.549466751966532,0.14842000511827322
59.1,62.0,5.8,2,19,2,7.891330757661889,-0.35667494393873245
62.1,55.0,5.43,2,21,2,7.511524648390866,-0.4942963218147801
61.7,57.0,4.32,4,19,4,6.654152520183219,-1.2039728043259361
62.7,57.0,4.76,4,21,4,7.050122520269059,-0.8915981192837836
60.6,59.0,6.94,3,18,3,8.79133399330135,0.20701416938432612
61.9,58.0,4.27,2,21,2,6.26530121273771,-1.2039728043259361
61.2,60.0,7.39,0,18,2,9.084550365917883,0.41871033485818504
61.9,58.0,4.33,3,16,4,6.042632833682381,-1.1394342831883648
59.8,61.0,6.63,3,22,1,8.40804774415544,0.058268908123975824
62.1,56.0,4.25,4,21,3,6.489204931325317,-1.2039728043259361
62.0,54.5,4.77,4,17,6,6.792344427470809,-0.8915981192837836
61.9,57.0,5.74,4,20,1,7.629489916393995,-0.3285040669720361
61.7,53.0,6.89,4,17,4,8.869398159883518,0.1906203596086497
61.3,58.0,7.16,3,19,5,9.316320695513415,0.29266961396282004
61.7,60.0,4.68,2,21,2,6.532334292222349,-0.916290731874155
61.7,58.0,7.41,3,16,3,8.95712413640568,0.44468582126144574
61.9,56.0,5.31,2,20,6,7.85979918056211,-0.5621189181535413
62.4,56.0,4.31,4,20,6,7.01571242048723,-1.2039728043259361
64.4,60.0,6.49,0,18,2,8.53405030848266,0.08617769624105241
61.8,56.0,4.47,4,20,5,6.568077911411976,-1.0788096613719298
62.1,61.0,6.3,2,22,2,8.592300663903043,0.0
62.2,56.0,4.37,4,21,3,6.553933404025811,-1.1394342831883648
61.6,53.0,6.4,4,17,0,7.713784616598755,-0.030459207484708574
61.2,57.0,4.87,4,18,4,6.954638864880987,-0.8675005677047231
61.0,58.0,5.15,3,19,5,7.442492722794441,-0.6539264674066639
62.6,59.0,5.03,2,22,4,7.528331766707247,-0.6539264674066639
63.2,58.0,6.38,2,19,4,8.797548488481558,0.009950330853168092
62.2,56.0,6.76,3,19,2,8.674367865788236,0.13976194237515863
60.0,60.0,6.53,4,17,2,8.491259809389733,0.009950330853168092
61.6,56.0,4.38,4,22,5,6.889591308354466,-1.171182981502945
62.8,60.0,5.81,3,19,1,7.768110378525988,-0.2744368457017603
61.9,59.0,6.17,2,21,4,8.567696173589344,-0.09431067947124129
62.7,55.0,4.16,4,19,6,6.257667587882639,-1.2729656758128873
60.8,58.0,6.44,2,20,3,8.746398334109042,0.009950330853168092
59.1,60.0,4.48,2,20,4,6.648984550024776,-1.1086626245216111
61.3,57.0,7.11,4,16,4,8.718990524710849,0.28517894223366247
63.4,55.0,4.29,2,21,2,6.478509642208569,-1.171182981502945
61.0,58.0,5.76,3,18,3,7.822444729489319,-0.31471074483970024
62.3,56.0,4.56,4,19,5,6.959398512133975,-1.0216512475319814
63.7,58.0,6.06,1,21,3,8.280964400553373,-0.10536051565782628
61.6,56.0,4.63,4,22,3,7.024649030453636,-0.9942522733438669
61.9,55.0,5.09,4,22,3,7.432483807917119,-0.6931471805599453
61.8,56.0,4.31,4,16,6,6.139884552226255,-1.2039728043259361
62.4,55.0,5.72,4,17,4,7.961370201719511,-0.3285040669720361
62.1,55.0,4.32,4,20,7,6.81783057145415,-1.171182981502945
62.1,55.0,4.36,4,21,3,6.553933404025811,-1.1394342831883648
62.0,56.0,4.33,4,22,1,6.135564891081739,-1.171182981502945
61.3,56.0,6.48,4,22,2,8.72534492491121,0.01980262729617973
60.2,60.0,5.8,3,20,1,7.754052639035757,-0.342490308946776
63.3,57.0,7.28,2,16,5,9.039196115772354,0.4054651081081644
62.3,53.7,4.72,4,17,6,6.76849321164863,-0.916290731874155
